combination,balance
00204,"(3478, 146, -1590000, (0, 0, 2, 0, 4))"
00402,"(3476, 152, -2380000, (0, 0, 4, 0, 2))"
23031,"(3476, 146, -1600000, (2, 3, 0, 3, 1))"
31230,"(3475, 127, 865000, (3, 1, 2, 3, 0))"
20331,"(3470, 169, -4620000, (2, 0, 3, 3, 1))"
40200,"(3469, 162, -3715000, (4, 0, 2, 0, 0))"
03123,"(3469, 136, -335000, (0, 3, 1, 2, 3))"
02040,"(3468, 149, -2030000, (0, 2, 0, 4, 0))"
13023,"(3467, 143, -1255000, (1, 3, 0, 2, 3))"
04020,"(3466, 163, -3860000, (0, 4, 0, 2, 0))"
20303,"(3466, 151, -2300000, (2, 0, 3, 0, 3))"
30321,"(3465, 174, -5295000, (3, 0, 3, 2, 1))"
02313,"(3458, 144, -1430000, (0, 2, 3, 1, 3))"
12303,"(3456, 138, -660000, (1, 2, 3, 0, 3))"
23130,"(3453, 145, -1585000, (2, 3, 1, 3, 0))"
20400,"(3451, 168, -4585000, (2, 0, 4, 0, 0))"
30132,"(3450, 145, -1600000, (3, 0, 1, 3, 2))"
12033,"(3444, 166, -4360000, (1, 2, 0, 3, 3))"
02133,"(3444, 155, -2930000, (0, 2, 1, 3, 3))"
32130,"(3442, 134, -210000, (3, 2, 1, 3, 0))"
13203,"(3441, 154, -2815000, (1, 3, 2, 0, 3))"
21330,"(3440, 163, -3990000, (2, 1, 3, 3, 0))"
23013,"(3438, 158, -3350000, (2, 3, 0, 1, 3))"
23103,"(3432, 162, -3900000, (2, 3, 1, 0, 3))"
03213,"(3432, 144, -1560000, (0, 3, 2, 1, 3))"
13302,"(3431, 155, -2995000, (1, 3, 3, 0, 2))"
32031,"(3429, 136, -535000, (3, 2, 0, 3, 1))"
31032,"(3427, 139, -935000, (3, 1, 0, 3, 2))"
01323,"(3427, 135, -415000, (0, 1, 3, 2, 3))"
40002,"(3424, 144, -1600000, (4, 0, 0, 0, 2))"
10042,"(3420, 140, -1100000, (1, 0, 0, 4, 2))"
33021,"(3417, 144, -1635000, (3, 3, 0, 2, 1))"
13230,"(3409, 152, -2715000, (1, 3, 2, 3, 0))"
10323,"(3408, 141, -1290000, (1, 0, 3, 2, 3))"
01042,"(3405, 141, -1305000, (0, 1, 0, 4, 2))"
32301,"(3398, 167, -4720000, (3, 2, 3, 0, 1))"
20041,"(3397, 144, -1735000, (2, 0, 0, 4, 1))"
02330,"(3393, 158, -3575000, (0, 2, 3, 3, 0))"
00233,"(3392, 151, -2670000, (0, 0, 2, 3, 3))"
03231,"(3390, 150, -2550000, (0, 3, 2, 3, 1))"
21033,"(3387, 155, -3215000, (2, 1, 0, 3, 3))"
10420,"(3387, 153, -2955000, (1, 0, 4, 2, 0))"
30302,"(3385, 160, -3875000, (3, 0, 3, 0, 2))"
33200,"(3385, 149, -2445000, (3, 3, 2, 0, 0))"
23300,"(3384, 166, -4660000, (2, 3, 3, 0, 0))"
00332,"(3383, 156, -3365000, (0, 0, 3, 3, 2))"
33012,"(3383, 149, -2455000, (3, 3, 0, 1, 2))"
32113,"(3381, 172, -5455000, (3, 2, 1, 1, 3))"
20004,"(3380, 160, -3900000, (2, 0, 0, 0, 4))"
32310,"(3379, 164, -4425000, (3, 2, 3, 1, 0))"
42010,"(3379, 149, -2475000, (4, 2, 0, 1, 0))"
33102,"(3379, 148, -2345000, (3, 3, 1, 0, 2))"
04201,"(3378, 151, -2740000, (0, 4, 2, 0, 1))"
04210,"(3377, 147, -2225000, (0, 4, 2, 1, 0))"
04102,"(3375, 144, -1845000, (0, 4, 1, 0, 2))"
31123,"(3374, 163, -4320000, (3, 1, 1, 2, 3))"
42100,"(3374, 149, -2500000, (4, 2, 1, 0, 0))"
20133,"(3373, 154, -3155000, (2, 0, 1, 3, 3))"
03320,"(3371, 167, -4855000, (0, 3, 3, 2, 0))"
00421,"(3371, 153, -3035000, (0, 0, 4, 2, 1))"
14002,"(3369, 145, -2005000, (1, 4, 0, 0, 2))"
20140,"(3369, 143, -1745000, (2, 0, 1, 4, 0))"
41020,"(3367, 143, -1755000, (4, 1, 0, 2, 0))"
21040,"(3367, 140, -1365000, (2, 1, 0, 4, 0))"
01024,"(3366, 147, -2280000, (0, 1, 0, 2, 4))"
33120,"(3364, 141, -1510000, (3, 3, 1, 2, 0))"
03312,"(3363, 149, -2555000, (0, 3, 3, 1, 2))"
02014,"(3359, 152, -2965000, (0, 2, 0, 1, 4))"
02401,"(3359, 138, -1145000, (0, 2, 4, 0, 1))"
10240,"(3358, 152, -2970000, (1, 0, 2, 4, 0))"
02104,"(3356, 152, -2980000, (0, 2, 1, 0, 4))"
12400,"(3350, 136, -930000, (1, 2, 4, 0, 0))"
24001,"(3348, 155, -3410000, (2, 4, 0, 0, 1))"
24010,"(3348, 149, -2630000, (2, 4, 0, 1, 0))"
21303,"(3348, 132, -420000, (2, 1, 3, 0, 3))"
04012,"(3346, 138, -1210000, (0, 4, 0, 1, 2))"
00142,"(3342, 145, -2140000, (0, 0, 1, 4, 2))"
01240,"(3340, 148, -2540000, (0, 1, 2, 4, 0))"
00124,"(3336, 156, -3600000, (0, 0, 1, 2, 4))"
01420,"(3336, 146, -2300000, (0, 1, 4, 2, 0))"
31213,"(3331, 162, -4405000, (3, 1, 2, 1, 3))"
40120,"(3330, 148, -2590000, (4, 0, 1, 2, 0))"
14200,"(3329, 153, -3245000, (1, 4, 2, 0, 0))"
00412,"(3326, 143, -1960000, (0, 0, 4, 1, 2))"
12004,"(3325, 149, -2745000, (1, 2, 0, 0, 4))"
20313,"(3325, 148, -2615000, (2, 0, 3, 1, 3))"
02410,"(3324, 141, -1710000, (0, 2, 4, 1, 0))"
01402,"(3321, 144, -2115000, (0, 1, 4, 0, 2))"
00214,"(3321, 143, -1985000, (0, 0, 2, 1, 4))"
01204,"(3321, 140, -1595000, (0, 1, 2, 0, 4))"
40021,"(3319, 146, -2385000, (4, 0, 0, 2, 1))"
42001,"(3318, 149, -2780000, (4, 2, 0, 0, 1))"
02041,"(3316, 146, -2400000, (0, 2, 0, 4, 1))"
41200,"(3314, 154, -3450000, (4, 1, 2, 0, 0))"
04120,"(3313, 156, -3715000, (0, 4, 1, 2, 0))"
00241,"(3313, 150, -2935000, (0, 0, 2, 4, 1))"
14020,"(3312, 155, -3590000, (1, 4, 0, 2, 0))"
12040,"(3312, 143, -2030000, (1, 2, 0, 4, 0))"
02140,"(3311, 147, -2555000, (0, 2, 1, 4, 0))"
40210,"(3310, 153, -3340000, (4, 0, 2, 1, 0))"
24100,"(3308, 156, -3740000, (2, 4, 1, 0, 0))"
04021,"(3306, 156, -3750000, (0, 4, 0, 2, 1))"
10024,"(3304, 150, -2980000, (1, 0, 0, 2, 4))"
20410,"(3301, 164, -4815000, (2, 0, 4, 1, 0))"
21400,"(3301, 158, -4035000, (2, 1, 4, 0, 0))"
41002,"(3291, 135, -1095000, (4, 1, 0, 0, 2))"
13132,"(3289, 156, -3835000, (1, 3, 1, 3, 2))"
10402,"(3288, 141, -1890000, (1, 0, 4, 0, 2))"
40102,"(3269, 135, -1205000, (4, 0, 1, 0, 2))"
31231,"(3269, 122, 485000, (3, 1, 2, 3, 1))"
40012,"(3268, 137, -1470000, (4, 0, 0, 1, 2))"
40201,"(3264, 150, -3180000, (4, 0, 2, 0, 1))"
10332,"(3258, 154, -3730000, (1, 0, 3, 3, 2))"
31302,"(3258, 143, -2300000, (3, 1, 3, 0, 2))"
10204,"(3257, 131, -745000, (1, 0, 2, 0, 4))"
31321,"(3255, 162, -4785000, (3, 1, 3, 2, 1))"
20401,"(3255, 158, -4265000, (2, 0, 4, 0, 1))"
13123,"(3252, 127, -250000, (1, 3, 1, 2, 3))"
11042,"(3250, 130, -650000, (1, 1, 0, 4, 2))"
20014,"(3241, 152, -3555000, (2, 0, 0, 1, 4))"
23301,"(3239, 154, -3825000, (2, 3, 3, 0, 1))"
31132,"(3237, 135, -1365000, (3, 1, 1, 3, 2))"
20104,"(3235, 157, -4235000, (2, 0, 1, 0, 4))"
12313,"(3235, 132, -985000, (1, 2, 3, 1, 3))"
23131,"(3233, 133, -1125000, (2, 3, 1, 3, 1))"
21004,"(3232, 153, -3730000, (2, 1, 0, 0, 4))"
33201,"(3227, 140, -2065000, (3, 3, 2, 0, 1))"
10233,"(3226, 144, -2590000, (1, 0, 2, 3, 3))"
30312,"(3222, 149, -3260000, (3, 0, 3, 1, 2))"
21041,"(3219, 138, -1845000, (2, 1, 0, 4, 1))"
21331,"(3218, 150, -3410000, (2, 1, 3, 3, 1))"
23113,"(3217, 147, -3025000, (2, 3, 1, 1, 3))"
12330,"(3214, 145, -2780000, (1, 2, 3, 3, 0))"
01233,"(3214, 139, -2000000, (0, 1, 2, 3, 3))"
13213,"(3212, 137, -1750000, (1, 3, 2, 1, 3))"
20141,"(3211, 142, -2405000, (2, 0, 1, 4, 1))"
32131,"(3211, 128, -585000, (3, 2, 1, 3, 1))"
11323,"(3210, 122, 190000, (1, 1, 3, 2, 3))"
12133,"(3203, 149, -3355000, (1, 2, 1, 3, 3))"
10421,"(3199, 142, -2465000, (1, 0, 4, 2, 1))"
14102,"(3193, 144, -2755000, (1, 4, 1, 0, 2))"
13231,"(3189, 143, -2645000, (1, 3, 2, 3, 1))"
14012,"(3188, 139, -2130000, (1, 4, 0, 1, 2))"
10142,"(3188, 136, -1740000, (1, 0, 1, 4, 2))"
04112,"(3188, 136, -1740000, (0, 4, 1, 1, 2))"
01124,"(3186, 139, -2140000, (0, 1, 1, 2, 4))"
21140,"(3184, 135, -1630000, (2, 1, 1, 4, 0))"
11240,"(3180, 142, -2560000, (1, 1, 2, 4, 0))"
41021,"(3180, 137, -1910000, (4, 1, 0, 2, 1))"
04211,"(3179, 139, -2175000, (0, 4, 2, 1, 1))"
41120,"(3178, 139, -2180000, (4, 1, 1, 2, 0))"
42110,"(3177, 140, -2315000, (4, 2, 1, 1, 0))"
12401,"(3177, 130, -1015000, (1, 2, 4, 0, 1))"
02114,"(3176, 144, -2840000, (0, 2, 1, 1, 4))"
01332,"(3173, 145, -2985000, (0, 1, 3, 3, 2))"
33210,"(3173, 137, -1945000, (3, 3, 2, 1, 0))"
24011,"(3172, 147, -3250000, (2, 4, 0, 1, 1))"
21133,"(3171, 144, -2865000, (2, 1, 1, 3, 3))"
01142,"(3167, 135, -1715000, (0, 1, 1, 4, 2))"
12014,"(3166, 141, -2500000, (1, 2, 0, 1, 4))"
21313,"(3165, 125, -425000, (2, 1, 3, 1, 3))"
02331,"(3164, 146, -3160000, (0, 2, 3, 3, 1))"
11420,"(3162, 135, -1740000, (1, 1, 4, 2, 0))"
14201,"(3161, 145, -3045000, (1, 4, 2, 0, 1))"
13320,"(3160, 156, -4480000, (1, 3, 3, 2, 0))"
03321,"(3160, 154, -4220000, (0, 3, 3, 2, 1))"
10241,"(3160, 146, -3180000, (1, 0, 2, 4, 1))"
32311,"(3159, 153, -4095000, (3, 2, 3, 1, 1))"
12041,"(3158, 140, -2410000, (1, 2, 0, 4, 1))"
23310,"(3155, 155, -4375000, (2, 3, 3, 1, 0))"
11024,"(3154, 134, -1650000, (1, 1, 0, 2, 4))"
13312,"(3153, 139, -2305000, (1, 3, 3, 1, 2))"
01214,"(3153, 135, -1785000, (0, 1, 2, 1, 4))"
33121,"(3152, 134, -1660000, (3, 3, 1, 2, 1))"
41210,"(3150, 146, -3230000, (4, 1, 2, 1, 0))"
14021,"(3150, 146, -3230000, (1, 4, 0, 2, 1))"
12104,"(3150, 141, -2580000, (1, 2, 1, 0, 4))"
04121,"(3148, 149, -3630000, (0, 4, 1, 2, 1))"
01421,"(3148, 136, -1940000, (0, 1, 4, 2, 1))"
40121,"(3147, 142, -2725000, (4, 0, 1, 2, 1))"
12410,"(3145, 132, -1435000, (1, 2, 4, 1, 0))"
14210,"(3144, 140, -2480000, (1, 4, 2, 1, 0))"
24101,"(3143, 154, -4305000, (2, 4, 1, 0, 1))"
42011,"(3143, 144, -3005000, (4, 2, 0, 1, 1))"
12140,"(3143, 140, -2485000, (1, 2, 1, 4, 0))"
01412,"(3140, 133, -1590000, (0, 1, 4, 1, 2))"
42101,"(3138, 142, -2770000, (4, 2, 1, 0, 1))"
01241,"(3136, 142, -2780000, (0, 1, 2, 4, 1))"
11402,"(3136, 132, -1480000, (1, 1, 4, 0, 2))"
02411,"(3134, 133, -1620000, (0, 2, 4, 1, 1))"
10124,"(3132, 139, -2410000, (1, 0, 1, 2, 4))"
10412,"(3132, 133, -1630000, (1, 0, 4, 1, 2))"
33112,"(3127, 136, -2045000, (3, 3, 1, 1, 2))"
02141,"(3125, 143, -2965000, (0, 2, 1, 4, 1))"
14120,"(3124, 149, -3750000, (1, 4, 1, 2, 0))"
41012,"(3122, 129, -1160000, (4, 1, 0, 1, 2))"
24110,"(3121, 145, -3245000, (2, 4, 1, 1, 0))"
21410,"(3118, 152, -4170000, (2, 1, 4, 1, 0))"
41102,"(3118, 127, -920000, (4, 1, 1, 0, 2))"
40211,"(3110, 143, -3040000, (4, 0, 2, 1, 1))"
41201,"(3109, 143, -3045000, (4, 1, 2, 0, 1))"
40112,"(3104, 127, -990000, (4, 0, 1, 1, 2))"
10214,"(3103, 126, -865000, (1, 0, 2, 1, 4))"
20411,"(3101, 151, -4125000, (2, 0, 4, 1, 1))"
21401,"(3101, 148, -3735000, (2, 1, 4, 0, 1))"
11204,"(3094, 125, -780000, (1, 1, 2, 0, 4))"
20114,"(3087, 149, -3935000, (2, 0, 1, 1, 4))"
21104,"(3086, 149, -3940000, (2, 1, 1, 0, 4))"
21014,"(3085, 145, -3425000, (2, 1, 0, 1, 4))"
31312,"(3036, 132, -1980000, (3, 1, 3, 1, 2))"
21141,"(3019, 132, -2065000, (2, 1, 1, 4, 1))"
11142,"(3007, 125, -1215000, (1, 1, 1, 4, 2))"
11332,"(3006, 134, -2390000, (1, 1, 3, 3, 2))"
12331,"(2997, 135, -2565000, (1, 2, 3, 3, 1))"
11233,"(2995, 129, -1795000, (1, 1, 2, 3, 3))"
14112,"(2993, 136, -2715000, (1, 4, 1, 1, 2))"
41121,"(2987, 133, -2355000, (4, 1, 1, 2, 1))"
11241,"(2979, 135, -2655000, (1, 1, 2, 4, 1))"
11124,"(2970, 125, -1400000, (1, 1, 1, 2, 4))"
33211,"(2970, 122, -1010000, (3, 3, 2, 1, 1))"
12114,"(2969, 133, -2445000, (1, 2, 1, 1, 4))"
11421,"(2968, 128, -1800000, (1, 1, 4, 2, 1))"
14211,"(2958, 133, -2500000, (1, 4, 2, 1, 1))"
14121,"(2957, 140, -3415000, (1, 4, 1, 2, 1))"
13321,"(2956, 146, -4200000, (1, 3, 3, 2, 1))"
23311,"(2954, 139, -3300000, (2, 3, 3, 1, 1))"
12411,"(2952, 125, -1490000, (1, 2, 4, 1, 1))"
12141,"(2950, 137, -3060000, (1, 2, 1, 4, 1))"
11412,"(2949, 122, -1115000, (1, 1, 4, 1, 2))"
24111,"(2947, 143, -3855000, (2, 4, 1, 1, 1))"
41211,"(2945, 137, -3085000, (4, 1, 2, 1, 1))"
42111,"(2944, 135, -2830000, (4, 2, 1, 1, 1))"
41112,"(2942, 120, -890000, (4, 1, 1, 1, 2))"
23222,"(2940, 119, -770000, (2, 3, 2, 2, 2))"
21114,"(2929, 142, -3815000, (2, 1, 1, 1, 4))"
11214,"(2926, 119, -840000, (1, 1, 2, 1, 4))"
22232,"(2914, 119, -900000, (2, 2, 2, 3, 2))"
21411,"(2913, 139, -3505000, (2, 1, 4, 1, 1))"
22322,"(2911, 129, -2215000, (2, 2, 3, 2, 2))"
22223,"(2906, 145, -4320000, (2, 2, 2, 2, 3))"
32222,"(2906, 141, -3800000, (3, 2, 2, 2, 2))"
23032,"(2753, 115, -1185000, (2, 3, 0, 3, 2))"
32023,"(2715, 142, -4885000, (3, 2, 0, 2, 3))"
32203,"(2714, 142, -4890000, (3, 2, 2, 0, 3))"
20042,"(2681, 101, 275000, (2, 0, 0, 4, 2))"
30223,"(2667, 132, -3825000, (3, 0, 2, 2, 3))"
30232,"(2639, 106, -585000, (3, 0, 2, 3, 2))"
23203,"(2630, 121, -2580000, (2, 3, 2, 0, 3))"
20323,"(2621, 115, -1845000, (2, 0, 3, 2, 3))"
04202,"(2613, 117, -2145000, (0, 4, 2, 0, 2))"
42020,"(2613, 112, -1495000, (4, 2, 0, 2, 0))"
22033,"(2607, 126, -3345000, (2, 2, 0, 3, 3))"
22303,"(2603, 112, -1545000, (2, 2, 3, 0, 3))"
24002,"(2598, 111, -1440000, (2, 4, 0, 0, 2))"
02042,"(2597, 103, -405000, (0, 2, 0, 4, 2))"
20332,"(2594, 130, -3930000, (2, 0, 3, 3, 2))"
02024,"(2591, 117, -2255000, (0, 2, 0, 2, 4))"
30322,"(2591, 111, -1475000, (3, 0, 3, 2, 2))"
20240,"(2587, 120, -2665000, (2, 0, 2, 4, 0))"
02402,"(2580, 107, -1010000, (0, 2, 4, 0, 2))"
23023,"(2579, 111, -1535000, (2, 3, 0, 2, 3))"
20420,"(2572, 129, -3910000, (2, 0, 4, 2, 0))"
24020,"(2570, 115, -2100000, (2, 4, 0, 2, 0))"
04022,"(2567, 123, -3155000, (0, 4, 0, 2, 2))"
40220,"(2563, 124, -3305000, (4, 0, 2, 2, 0))"
23302,"(2563, 118, -2525000, (2, 3, 3, 0, 2))"
32230,"(2563, 91, 985000, (3, 2, 2, 3, 0))"
22040,"(2562, 106, -970000, (2, 2, 0, 4, 0))"
02204,"(2559, 112, -1765000, (0, 2, 2, 0, 4))"
42002,"(2558, 116, -2290000, (4, 2, 0, 0, 2))"
33202,"(2557, 111, -1645000, (3, 3, 2, 0, 2))"
32302,"(2556, 108, -1260000, (3, 2, 3, 0, 2))"
22004,"(2552, 126, -3620000, (2, 2, 0, 0, 4))"
40022,"(2552, 101, -370000, (4, 0, 0, 2, 2))"
03223,"(2550, 102, -510000, (0, 3, 2, 2, 3))"
23132,"(2547, 106, -1045000, (2, 3, 1, 3, 2))"
00422,"(2545, 105, -925000, (0, 0, 4, 2, 2))"
32213,"(2544, 132, -4440000, (3, 2, 2, 1, 3))"
20233,"(2537, 119, -2785000, (2, 0, 2, 3, 3))"
03232,"(2536, 114, -2140000, (0, 3, 2, 3, 2))"
32032,"(2535, 110, -1625000, (3, 2, 0, 3, 2))"
20024,"(2533, 126, -3715000, (2, 0, 0, 2, 4))"
42200,"(2531, 117, -2555000, (4, 2, 2, 0, 0))"
33022,"(2530, 110, -1650000, (3, 3, 0, 2, 2))"
32123,"(2528, 130, -4260000, (3, 2, 1, 2, 3))"
04220,"(2526, 122, -3230000, (0, 4, 2, 2, 0))"
22400,"(2524, 105, -1030000, (2, 2, 4, 0, 0))"
02240,"(2524, 104, -900000, (0, 2, 2, 4, 0))"
32320,"(2522, 129, -4160000, (3, 2, 3, 2, 0))"
21042,"(2519, 98, -145000, (2, 1, 0, 4, 2))"
00224,"(2517, 115, -2365000, (0, 0, 2, 2, 4))"
02420,"(2505, 108, -1515000, (0, 2, 4, 2, 0))"
00242,"(2502, 112, -2050000, (0, 0, 2, 4, 2))"
24200,"(2499, 112, -2065000, (2, 4, 2, 0, 0))"
02323,"(2492, 107, -1450000, (0, 2, 3, 2, 3))"
20142,"(2491, 98, -285000, (2, 0, 1, 4, 2))"
23230,"(2486, 107, -1480000, (2, 3, 2, 3, 0))"
31223,"(2483, 121, -3315000, (3, 1, 2, 2, 3))"
40202,"(2480, 104, -1120000, (4, 0, 2, 0, 2))"
20402,"(2475, 108, -1665000, (2, 0, 4, 0, 2))"
21323,"(2466, 99, -540000, (2, 1, 3, 2, 3))"
20204,"(2464, 114, -2500000, (2, 0, 2, 0, 4))"
31232,"(2455, 96, -205000, (3, 1, 2, 3, 2))"
42021,"(2449, 110, -2055000, (4, 2, 0, 2, 1))"
12042,"(2449, 94, 25000, (1, 2, 0, 4, 2))"
23213,"(2444, 107, -1690000, (2, 3, 2, 1, 3))"
24012,"(2435, 106, -1605000, (2, 4, 0, 1, 2))"
04212,"(2433, 105, -1485000, (0, 4, 2, 1, 2))"
14202,"(2432, 113, -2530000, (1, 4, 2, 0, 2))"
42120,"(2430, 105, -1500000, (4, 2, 1, 2, 0))"
12024,"(2429, 108, -1895000, (1, 2, 0, 2, 4))"
12402,"(2428, 99, -730000, (1, 2, 4, 0, 2))"
22313,"(2427, 104, -1385000, (2, 2, 3, 1, 3))"
02124,"(2426, 109, -2040000, (0, 2, 1, 2, 4))"
21240,"(2425, 109, -2045000, (2, 1, 2, 4, 0))"
22041,"(2425, 102, -1135000, (2, 2, 0, 4, 1))"
41022,"(2424, 94, -100000, (4, 1, 0, 2, 2))"
04122,"(2422, 118, -3230000, (0, 4, 1, 2, 2))"
14022,"(2421, 115, -2845000, (1, 4, 0, 2, 2))"
22133,"(2420, 112, -2460000, (2, 2, 1, 3, 3))"
40221,"(2419, 120, -3505000, (4, 0, 2, 2, 1))"
24021,"(2418, 110, -2210000, (2, 4, 0, 2, 1))"
41220,"(2416, 120, -3520000, (4, 1, 2, 2, 0))"
31322,"(2416, 100, -920000, (3, 1, 3, 2, 2))"
22014,"(2415, 115, -2875000, (2, 2, 0, 1, 4))"
24102,"(2415, 109, -2095000, (2, 4, 1, 0, 2))"
22104,"(2414, 118, -3270000, (2, 2, 1, 0, 4))"
20421,"(2414, 117, -3140000, (2, 0, 4, 2, 1))"
20241,"(2413, 114, -2755000, (2, 0, 2, 4, 1))"
02412,"(2409, 99, -825000, (0, 2, 4, 1, 2))"
23123,"(2409, 97, -565000, (2, 3, 1, 2, 3))"
42102,"(2408, 107, -1870000, (4, 2, 1, 0, 2))"
42012,"(2407, 109, -2135000, (4, 2, 0, 1, 2))"
21024,"(2402, 114, -2810000, (2, 1, 0, 2, 4))"
02142,"(2399, 100, -1005000, (0, 2, 1, 4, 2))"
02214,"(2398, 103, -1400000, (0, 2, 2, 1, 4))"
22140,"(2396, 102, -1280000, (2, 2, 1, 4, 0))"
20124,"(2395, 121, -3755000, (2, 0, 1, 2, 4))"
24120,"(2393, 112, -2595000, (2, 4, 1, 2, 0))"
40122,"(2392, 96, -520000, (4, 0, 1, 2, 2))"
10422,"(2388, 98, -800000, (1, 0, 4, 2, 2))"
12204,"(2386, 101, -1200000, (1, 2, 2, 0, 4))"
21332,"(2385, 115, -3025000, (2, 1, 3, 3, 2))"
21420,"(2382, 118, -3430000, (2, 1, 4, 2, 0))"
01224,"(2382, 101, -1220000, (0, 1, 2, 2, 4))"
42210,"(2381, 110, -2395000, (4, 2, 2, 1, 0))"
12240,"(2380, 100, -1100000, (1, 2, 2, 4, 0))"
32231,"(2378, 83, 1100000, (3, 2, 2, 3, 1))"
04221,"(2375, 116, -3205000, (0, 4, 2, 2, 1))"
10242,"(2375, 106, -1905000, (1, 0, 2, 4, 2))"
13223,"(2375, 94, -345000, (1, 3, 2, 2, 3))"
42201,"(2371, 112, -2705000, (4, 2, 2, 0, 1))"
21233,"(2369, 111, -2585000, (2, 1, 2, 3, 3))"
32132,"(2366, 101, -1300000, (3, 2, 1, 3, 2))"
13232,"(2364, 109, -2350000, (1, 3, 2, 3, 2))"
24201,"(2364, 108, -2220000, (2, 4, 2, 0, 1))"
32312,"(2364, 99, -1050000, (3, 2, 3, 1, 2))"
01422,"(2363, 90, 115000, (0, 1, 4, 2, 2))"
41202,"(2360, 98, -940000, (4, 1, 2, 0, 2))"
32321,"(2358, 120, -3810000, (3, 2, 3, 2, 1))"
22401,"(2356, 97, -830000, (2, 2, 4, 0, 1))"
12420,"(2348, 97, -870000, (1, 2, 4, 2, 0))"
21402,"(2345, 100, -1275000, (2, 1, 4, 0, 2))"
33212,"(2345, 99, -1145000, (3, 3, 2, 1, 2))"
20214,"(2344, 108, -2320000, (2, 0, 2, 1, 4))"
01242,"(2343, 105, -1935000, (0, 1, 2, 4, 2))"
21204,"(2342, 106, -2070000, (2, 1, 2, 0, 4))"
10224,"(2341, 103, -1685000, (1, 0, 2, 2, 4))"
20412,"(2340, 101, -1430000, (2, 0, 4, 1, 2))"
22410,"(2340, 100, -1300000, (2, 2, 4, 1, 0))"
40212,"(2339, 97, -915000, (4, 0, 2, 1, 2))"
02421,"(2338, 99, -1180000, (0, 2, 4, 2, 1))"
02241,"(2337, 101, -1445000, (0, 2, 2, 4, 1))"
14220,"(2336, 115, -3270000, (1, 4, 2, 2, 0))"
24210,"(2333, 102, -1595000, (2, 4, 2, 1, 0))"
23312,"(2331, 102, -1605000, (2, 3, 3, 1, 2))"
02332,"(2325, 111, -2805000, (0, 2, 3, 3, 2))"
21142,"(2323, 92, -345000, (2, 1, 1, 4, 2))"
23320,"(2316, 119, -3890000, (2, 3, 3, 2, 0))"
12323,"(2314, 100, -1430000, (1, 2, 3, 2, 3))"
33122,"(2314, 98, -1170000, (3, 3, 1, 2, 2))"
02233,"(2312, 108, -2480000, (0, 2, 2, 3, 3))"
22330,"(2310, 115, -3400000, (2, 2, 3, 3, 0))"
03322,"(2308, 109, -2630000, (0, 3, 3, 2, 2))"
33220,"(2308, 104, -1980000, (3, 3, 2, 2, 0))"
23231,"(2306, 95, -820000, (2, 3, 2, 3, 1))"
41221,"(2273, 116, -3715000, (4, 1, 2, 2, 1))"
42121,"(2266, 103, -2060000, (4, 2, 1, 2, 1))"
22114,"(2262, 108, -2730000, (2, 2, 1, 1, 4))"
21124,"(2262, 108, -2730000, (2, 1, 1, 2, 4))"
14122,"(2258, 110, -3010000, (1, 4, 1, 2, 2))"
12124,"(2258, 99, -1580000, (1, 2, 1, 2, 4))"
21241,"(2254, 103, -2120000, (2, 1, 2, 4, 1))"
12142,"(2254, 92, -690000, (1, 2, 1, 4, 2))"
12412,"(2253, 92, -695000, (1, 2, 4, 1, 2))"
41122,"(2252, 90, -440000, (4, 1, 1, 2, 2))"
14212,"(2247, 101, -1895000, (1, 4, 2, 1, 2))"
24121,"(2245, 107, -2685000, (2, 4, 1, 2, 1))"
42112,"(2245, 99, -1645000, (4, 2, 1, 1, 2))"
24112,"(2241, 102, -2055000, (2, 4, 1, 1, 2))"
22141,"(2239, 98, -1545000, (2, 2, 1, 4, 1))"
12214,"(2228, 91, -690000, (1, 2, 2, 1, 4))"
21421,"(2220, 107, -2810000, (2, 1, 4, 2, 1))"
11242,"(2219, 97, -1515000, (1, 1, 2, 4, 2))"
42211,"(2218, 106, -2690000, (4, 2, 2, 1, 1))"
41212,"(2211, 92, -905000, (4, 1, 2, 1, 2))"
21214,"(2210, 99, -1820000, (2, 1, 2, 1, 4))"
11422,"(2207, 84, 115000, (1, 1, 4, 2, 2))"
12241,"(2196, 97, -1630000, (1, 2, 2, 4, 1))"
11224,"(2196, 90, -720000, (1, 1, 2, 2, 4))"
14221,"(2194, 108, -3070000, (1, 4, 2, 2, 1))"
24211,"(2191, 97, -1655000, (2, 4, 2, 1, 1))"
21412,"(2186, 91, -900000, (2, 1, 4, 1, 2))"
12421,"(2185, 91, -905000, (1, 2, 4, 2, 1))"
12332,"(2180, 104, -2620000, (1, 2, 3, 3, 2))"
22411,"(2168, 91, -990000, (2, 2, 4, 1, 1))"
23321,"(2158, 105, -2860000, (2, 3, 3, 2, 1))"
33221,"(2153, 94, -1455000, (3, 3, 2, 2, 1))"
22331,"(2151, 103, -2635000, (2, 2, 3, 3, 1))"
13322,"(2150, 101, -2380000, (1, 3, 3, 2, 2))"
12233,"(2142, 103, -2680000, (1, 2, 2, 3, 3))"
30330,"(2078, 87, -920000, (3, 0, 3, 3, 0))"
03033,"(2069, 95, -2005000, (0, 3, 0, 3, 3))"
33003,"(1989, 116, -5135000, (3, 3, 0, 0, 3))"
30033,"(1969, 99, -3025000, (3, 0, 0, 3, 3))"
33030,"(1965, 82, -835000, (3, 3, 0, 3, 0))"
